Judgment (law)	Law, Legal terms
Leader of the Labour Party (UK)	Leaders of the Labour Party (UK), Labour MPs (UK)
Islington North (UK Parliament constituency)	Constituencies in the United Kingdom
Tom Watson (Labour politician)	1967 births, Living people, British politicians, People from Yorkshire, UK MPs 2001–2005, UK MPs 2005–2010, UK MPs 2010–2015, UK MPs 2015–2017
University of North London	Universities in London, 1896 establishments in England, 2002 disestablishments in the United Kingdom, 2000s disestablishments in England
Michael O'Halloran (British politician)	1933 births, 1999 deaths, British politicians
Union representative	Unions
Constituency Labour Party	Labour Party (UK)
Whip (politics)	Politics
Lost River, Kentucky	Unincorporated communities in Kentucky
New Labour	Labour Party (UK), 1990s in the United Kingdom, 2000s in the United Kingdom
Bridgeport, New Jersey	Unincorporated communities in New Jersey
Anti-austerity movement	Protests
United Kingdom government austerity programme	Politics of the United Kingdom
Anti-war movement	Activism, War, Peace
Non-interventionism	International relations
Cayetano Paderanga, Jr.	1948 births, 2016 deaths, Deaths from surgical complications, Filipino politicians, Economists, Filipino scientists
Unilateral disarmament	Politics
Nuclear disarmament	Protests, Politics
Insubordination	Civil disobedience, Hierarchy
Socialist Campaign Group	Labour Party (UK), 1982 establishments in the United Kingdom
Palestine Solidarity Campaign	Organisations based in the United Kingdom, 1982 establishments in the United Kingdom, Arab–Israeli conflict, Political organizations
Campaign for Nuclear Disarmament	Political organizations, Politics of the United Kingdom, Nuclear weapons, Organisations based in the United Kingdom
Abjad	Alphabet
Stop the War Coalition	Organisations based in the United Kingdom, 2001 establishments in the United Kingdom, Political organizations
Frank Finlay	BAFTA Award winning actors, 1926 births, 2016 deaths, Deaths from heart failure, Cardiovascular disease deaths in the United Kingdom, People with Alzheimer's disease, English movie actors, English television actors, English stage actors, Actors from Lancashire
Kington St Michael	Villages in Wiltshire, Civil parishes in England
Pave Lane	Settlements in the United Kingdom, Settlements in Shropshire, Villages in Shropshire
Castle House School	Schools in England, 1944 establishments in Europe, 1940s establishments in England
Newport, Shropshire	Towns in Shropshire, Civil parishes in Shropshire
Adams' Grammar School	Grammar schools in England, 1656 establishments, 17th century establishments in England, 1650s establishments in Europe
Chiune Sugihara	1900 births, 1986 deaths, Disease-related deaths in Japan, Japanese diplomats, Righteous Among the Nations
Ramón Castro Jijón	1915 births, 1984 deaths, Admirals, Presidents of Ecuador, South American military people
Union organizer	Unions
Hebei	Provinces of China
Drakensberg	Mountains of Africa, Mountain ranges
Moodle	Free software, Learning
Thomas Bibb	1783 births, 1839 deaths, Governors of Alabama
Deaths in February 2016	2016 deaths, February 2016 events
Francisco Flores Pérez	1959 births, 2016 deaths, Deaths from cerebral hemorrhage, Presidents of El Salvador
Councillor	Local government, Government occupations
District health authority	Public services in the United Kingdom, 1974 establishments in the United Kingdom, 1996 disestablishments in the United Kingdom, Health care
National Union of Tailors and Garment Workers	Unions, 1991 disestablishments, 1920 establishments in the United Kingdom
Harringay	District and borough councils in England, London Borough of Haringey
2015 Labour Party leadership election (UK)	Leaders of the Labour Party (UK), Elections in the United Kingdom, 2015 in the United Kingdom, 2015 elections, August 2015 events, September 2015 events, Jeremy Corbyn
Camden New Journal	Newspapers published in the United Kingdom, 1980s establishments in England
Private Finance Initiative	Economy of Australia, Economy of the United Kingdom, Public administration
HM Revenue and Customs	Departments of the United Kingdom Government, Law enforcement agencies of the United Kingdom
Senegambia	1982 establishments in Africa, 1989 disestablishments, Former polities of the Cold War, Former countries in Africa, History of Senegal, The Gambia, 20th-century disestablishments in Africa
Marriage (Same Sex Couples) Act 2013	Acts of the Parliament of the United Kingdom, Same-sex marriage, LGBT politics in the United Kingdom, 2013 in the United Kingdom
Labour Briefing	Magazines of the United Kingdom, Labour Party (UK), 1980 establishments in the United Kingdom
Parliamentary select committees of the United Kingdom	Politics of the United Kingdom
Department for Social Security	Departments of the United Kingdom Government, 1988 establishments in the United Kingdom, 2001 disestablishments, 2000s disestablishments in the United Kingdom
London Regional Select Committee	Politics of the United Kingdom, London
Justice Select Committee	Government of the United Kingdom
15 February 2003 anti-war protests	2003, Iraq War, Protests
Iraq Inquiry	Politics of the United Kingdom, 21st century in the United Kingdom
Andrew Murray (trade unionist)	1958 births, Living people, British journalists, British activists
All-party parliamentary group	Politics of the United Kingdom
Chagossians	Ethnic groups in Africa, Ethnic groups in Asia
Chagos Archipelago	Archipelagos, Territorial disputes, Indian Ocean, Islands of Asia, British overseas territories
Brighton hotel bombing	1984 in the United Kingdom, 1980s explosions in Europe, 1980s in England, 1980s murders in the United Kingdom, Attacks on buildings and structures in the 1980s, Attacks on hotels, Brighton, Building bombings in England, Margaret Thatcher, Mass murder in England, Mass murder in the 1980s, October events, Provisional Irish Republican Army, Terrorist incidents in the United Kingdom in the 1980s
Flexagon	Geometry, Origami
Schlager music	Music genres
Serotonin syndrome	Illnesses, Nervous system
Keith Morrison	1947 births, Living people, Canadian journalists, People from Saskatchewan
Bill Nelson	1942 births, Living people, American astronauts, American lawyers, American military people, Cancer survivors, Episcopalians, Politicians from Miami, Florida, United States representatives from Florida, United States senators from Florida, University of Florida alumni, US Democratic Party politicians, Yale University alumni, 21st-century American politicians, 20th-century American politicians, Administrators of NASA
Gail Halvorsen	1920 births, Living people, American military people, Congressional Gold Medal recipients, People from Salt Lake City, Utah, American centenarians
Władysław Szpilman	1911 births, 2000 deaths, Polish composers, Polish writers, Holocaust survivors, Polish pianists
Dewlap	Animal anatomy
Radio galaxy	Galaxies
Kho people	Ethnic groups in Afghanistan, Ethnic groups in Pakistan
Tony Skyrme	1922 births, 1987 deaths, British physicists, Nuclear physicists, Scientists from London
Biggin Hill	London Borough of Bromley
Skyrmion	Physics
Chrono (series)	Video game series, 1995 video games
Raid at Cabanatuan	Pacific battles of World War II, 1945 in Asia, 1940s in the Philippines, January events
Texas Instruments	Companies based in Texas, 1951 establishments in the United States, Companies listed on NASDAQ, 20th-century establishments in Oklahoma
Shah Alam II	1728 births, 1806 deaths, Mughal emperors
Battle rap	Rap music, Hip hop genres
Alley Mills	Actors from Chicago, Living people, 1951 births, American television actors
Benoît Violier	1971 births, 2016 deaths, French chefs, Suicides by firearm, Swiss people
Death of a Hero	Novels, 1929 books
Lewis V. Baldwin	1949 births, American writers, American historians, Living people
Little owl	Strigiformes
UBS	Banks, Finance, Companies of Switzerland, Zürich, Basel
Hilda Heine	1951 births, Living people, Presidents of the Marshall Islands, Current national leaders
Stop consonant	Pronunciation
George P. Bush	Politicians from Texas, 1976 births, Living people, Politicians from Houston, Texas, US Republican Party politicians
Aramaic alphabet	Alphabets
Eveline Widmer-Schlumpf	Presidents of the Swiss Confederation, 1956 births, Living people
Eric Garcetti	1971 births, Living people, Mayors of Los Angeles, American Jews, US Democratic Party politicians
Richard Riordan	1930 births, Living people, Mayors of Los Angeles, Politicians from New York City, US Republican Party politicians
Tom Bradley	1917 births, 1998 deaths, Deaths from stroke, Deaths from myocardial infarction, Mayors of Los Angeles, Politicians from Texas, US Democratic Party politicians
Roman Gribbs	1925 births, 2016 deaths, American judges, Cancer deaths in Michigan, Mayors of Detroit, US Democratic Party politicians
Dave Bing	1943 births, Living people, African-American basketball players, African American politicians, Businesspeople from Washington, D.C., Sportspeople from Detroit, Michigan, Businesspeople from Detroit, Michigan, Boston Celtics players, Detroit Pistons players, Mayors of Detroit, Politicians from Washington, D.C., Sportspeople from Washington, D.C., US Democratic Party politicians, Washington Bullets players, National Basketball Association players with retired numbers, American basketball players
Mike Duggan	1958 births, Living people, American lawyers, Businesspeople from Michigan, Mayors of Detroit, US Democratic Party politicians
Mohammad Salimi	1937 births, 2016 deaths, Generals, Government ministers, Iranian military people, Iranian politicians
Paul Pholeros	1953 births, 2016 deaths, Australian architects, Deaths from cancer, People from Sydney, University of Sydney alumni
Alejandro Jodorowsky	1929 births, Living people, Chilean movie actors, Chilean poets, Chilean movie directors, Screenwriters, Playwrights, Composers, Musicians
Graphing calculator	Mathematical tools, Computer hardware
Fernando Arrabal	1932 births, Living people, French playwrights, French screenwriters, French movie directors, French poets, Spanish screenwriters, Spanish movie directors, Spanish poets, Spanish Africa, Melilla
Jimmy Wales Foundation	International organizations, Human rights organisations in the United Kingdom, Imprisonment and detention, Internet-related organizations
Word of mouth	Communication, Human communication, Oral tradition, Language
Ida B. Wells	1862 births, 1931 deaths, Burials at Oak Woods Cemetery, American journalists, Civil rights activists, African American writers, Slaves
PlusLiga	Volleyball, Sports leagues, Sport in Poland, 2000 establishments in Europe, Establishments in Poland
Italian Volleyball League	Volleyball, Sports leagues, Sport in Italy
École Centrale de Paris	Technical colleges and universities in Paris, 1829 establishments in Europe, 19th century establishments in France
Lovely Professional University	Colleges and universities in India
Xenacoelomorpha	Animal phyla
Mark Farren	1982 births, 2016 deaths, Deaths from cancer, Irish footballers
Alba Solís	1927 births, 2016 deaths, Deaths from heart failure, Argentine actors, Argentine singers, People from Buenos Aires
Leonel Marshall	1979 births, Living people, Cuban volleyball players
Balram Jakhar	1923 births, 2016 deaths, Deaths from pneumonia, Speakers of the Lok Sabha, Governors of Madhya Pradesh, Governors of Gujarat, Punjab, India
Henry Gibson	1935 births, 2009 deaths, Deaths from cancer of unknown primary origin, Cancer deaths in California, American movie actors, American television actors, American stage actors, American voice actors, American television personalities, American singer-songwriters, Actors from Pennsylvania, Comedians from Pennsylvania, Singers from Pennsylvania, Writers from Pennsylvania
Saulius Sondeckis	1928 births, 2016 deaths, Deaths from stroke, Lithuanian people, Violinists, Conductors, Lithuanian educators
Amanda Crew	Canadian television actors, Canadian movie actors, 1986 births, Living people, People from British Columbia
Luiz Felipe Lampreia	1941 births, 2016 deaths, Deaths from myocardial infarction, Brazilian politicians, South American sociologists, Sociologists, People from Rio de Janeiro
Mere Broughton	1930s births, 2016 deaths, Deaths from heart failure, New Zealand Māori people, Activists
Kim Yong-nam	1928 births, Living people, Civil servants, North Korean politicians
Edward Babiuch	1927 births, 2021 deaths, Prime Ministers of Poland, Communists
Final Destination 3	2006 horror movies, American horror movies, American sequel movies, English-language movies
Everton Weekes	1925 births, 2020 deaths, Barbadian sportspeople, West Indies cricketers
Precognition	Pseudoscience, Parapsychology
CBRNE	Terrorism, Chemical warfare, Explosives, Infectious diseases, Nuclear weapons
Derry, New Hampshire	Towns in New Hampshire
Mike Mansfield	1903 births, 2001 deaths, American academics, Ambassadors of the United States to Japan, American historians, American military personnel of World War I, American Roman Catholics, Deaths from congestive heart failure, Majority leaders of the United States Senate, Politicians from New York City, United States representatives from Montana, United States senators from Montana, US Democratic Party politicians
Jeonbuk Hyundai Motors	South Korean football clubs
Intervertebral disc	Skeletal system
Spintronics	Electronics
Nawab of Awadh	History of India
Antioch College	Colleges and universities in Ohio, National Register of Historic Places, 1852 establishments in the United States, 1850s establishments in Ohio
Keytar	Keyboard instruments, Electronic musical instruments
Melody Thomas Scott	1956 births, Living people, Actors from Los Angeles, California, American child actors, American movie actors, American television actors
Show, don't tell	Writing
Marlow Cook	1926 births, 2016 deaths, Deaths from myocardial infarction, United States senators from Kentucky, Politicians from New York, US Republican Party politicians
Joe Alaskey	Emmy Award winning actors, 1952 births, 2016 deaths, Cancer deaths in New York, American movie actors, American television actors, American voice actors, Actors from New York, Comedians from New York
Abe Waddington	1893 births, 1959 deaths, English cricketers, Sportspeople from Yorkshire, People from Bradford
Tweety	Fictional birds, Looney Tunes characters, Fictional characters introduced in the 1940s
Maurice White	Grammy Award winners, 1941 births, 2016 deaths, Deaths from Parkinson's disease, Disease-related deaths in Los Angeles, American singer-songwriters, American soul musicians, American funk musicians, American jazz musicians, American R&B musicians, American R&B singers, Singers from Memphis, Tennessee, American funk singers, Singers from Chicago, Musicians from Memphis, Tennessee, Musicians from Chicago, Writers from Memphis, Tennessee, Writers from Chicago
Katie Ledecky	1997 births, Living people, American swimmers, American Olympic gold medalists, American Olympic silver medalists, Medalists at the 2012 Summer Olympics, Medalists at the 2016 Summer Olympics, Sportspeople from Washington, D.C.
Peter Barry	1928 births, 2016 deaths, Irish politicians, Irish businesspeople
Chalice	Religious symbols, Containers
Max Kaur	1969 births, Living people, Estonian politicians, Mayors
IOS 9	Operating systems, IOS
Dave Mirra	1974 births, 2016 deaths, Businesspeople from New York, Sportspeople from New York, Sportspeople who committed suicide, Suicides by firearm in the United States
Signe Toly Anderson	1941 births, 2016 deaths, Deaths from COPD, Jefferson Airplane members, Singers from Seattle, Washington
Theatrical property	Theater
Material property	Materials science
Approximation theory	Mathematical approximation
Bad Dudes Vs. DragonNinja	Arcade games, 1987 video games, Amiga games, Amstrad CPC games, Apple II games, Commodore 64 games, DOS games, Nintendo Entertainment System games
Mark B	1970 births, 2016 deaths, British record producers
Killer Mike	1975 births, Living people, American hip hop musicians, American rap musicians from Georgia, American activists, American movie actors, American songwriters, Writers from Georgia (U.S. state), Singers from Atlanta, Georgia, Actors from Atlanta, Georgia
Kristine Miller	1925 births, 2015 deaths, Deaths from congestive heart failure, American movie actors, American television actors, American stage actors, Actors from Buenos Aires, People from Fresno, California, People from Copenhagen, Actors from New Orleans, Louisiana, Actors from New York, Actors from San Francisco
Sweet Hearts Dance	1988 comedy-drama movies, American comedy-drama movies
Robert Shapiro (lawyer)	1942 births, Living people, American lawyers, Jewish lawyers, People from Plainfield, New Jersey, Businesspeople from New Jersey
Blood agent	Chemicals, Chemical warfare
Tunguska event	Natural disasters, 1908, Siberia, 20th century in Russia, Impact events
Grand jury	Law, Legal terms, Trials
Vault (gymnastics)	Gymnastics, Sports equipment
Web design	Web design, Programming languages
Dallas McKennon	1919 births, 2009 deaths, Actors from Oregon, American movie actors, American television actors, American voice actors, Deaths from natural causes in the United States
Sten Mk II	Submachine guns
Thompson submachine gun	1919 establishments, Submachine guns
Philip Bailey	1951 births, Living people, Actors from Denver, Colorado, African-American singers, American Christians, American funk musicians, American jazz musicians, American keyboard players, American movie actors, American pianists, American R&B singers, American rock drummers, American rock singers, American funk singers, American singer-songwriters, American soul singers, Grammy Award winners, Musicians from Colorado, Rock and Roll Hall of Fame inductees
.45 ACP	Weapons, Ammunition
John Jenkins (composer)	1592 births, 1678 deaths, English composers, People from Kent
Minik Wallace	1890 births, 1918 deaths, Disease-related deaths in New Hampshire, Greenlandic people, Infectious disease deaths in the United States
Social spider	Spiders
Louisiana–Monroe Warhawks	Louisiana, Sports in the United States, Sun Belt Conference
Luger	Pistols
FedEx Express	Airlines of the United States, Memphis, Tennessee, 1971 establishments in the United States
Hui people	Ethnic groups in China
Cerebrospinal fluid	Anatomy of the nervous system, Brain
Bodil Malmsten	1944 births, 2016 deaths, Cancer deaths in Sweden, Swedish novelists, Swedish poets
Mohamed Fahmy	1974 births, Living people, Canadian journalists, People from Cairo
Jürgen Klopp	1967 births, Living people, German football managers, German footballers, German Protestants, Sportspeople from Stuttgart
Eddy Wally	1932 births, 2016 deaths, Belgian singers, Deaths from cerebral hemorrhage, Disease-related deaths in Belgium, People from East Flanders
Mika Waltari	1908 births, 1979 deaths, Finnish people, Journalists, Novelists, People from Helsinki
River Avon, Bristol	Rivers of England
Sam Spence	1927 births, 2016 deaths, American composers
2016 southern Taiwan earthquake	2016 disasters in Asia, 2016 earthquakes, 2010s earthquakes in Asia, 2010s in Taiwan, Earthquakes in Taiwan, February 2016 events
Magic Kingdom for Sale–SOLD!	Fantasy books, 1986 books
Bamberg State Library	1803 establishments, Buildings and structures in Bamberg, Libraries in Germany, 1800s establishments in Germany
CentraleSupélec	Technical colleges and universities in Paris, 2015 establishments in France
2016 United Kingdom European Union membership referendum	Brexit, 2016 in the United Kingdom, June 2016 events, Voting systems
The Black Unicorn	Fantasy books, 1987 books
Ciriaco Cañete	1919 births, 2016 deaths, Deaths from prostate cancer, Filipino sportspeople, Martial artists
Dan Hicks (singer)	1941 births, 2016 deaths, American bandleaders, American bluegrass musicians, American country musicians, American folk musicians, American pop musicians, American pop singers, American singer-songwriters, Cancer deaths in California, Deaths from liver cancer, Deaths from throat cancer, Musicians from Arkansas, People from Little Rock, Arkansas, Singers from Arkansas
Fife Symington	1945 births, Living people, Governors of Arizona, Politicians from New York City, Businesspeople from New York City, US Republican Party politicians
Alvin Baldus	1926 births, 2017 deaths, Politicians from Iowa, Politicians from Minnesota, United States representatives from Wisconsin, US Democratic Party politicians
USS Nitze (DDG-94)	Naval ships of the United States
Sixth Amendment to the United States Constitution	United States Bill of Rights, Amendments to the United States Constitution
Trier of fact	Legal terms, Law
Joel Anthony	1982 births, Boston Celtics players, Canadian basketball players, Detroit Pistons players, Living people, Miami Heat players, Sportspeople from Montreal, People from Westmount, Quebec
Dalian	Cities in China
Magdalena River	Rivers of Colombia
Trey Lyles	1995 births, Canadian basketball players, Living people, People from Saskatoon, Sportspeople from Saskatchewan, Utah Jazz players
Sturla Gunnarsson	1951 births, Living people, Canadian movie directors, Canadian television directors, Canadian television producers, People from Reykjavík, People from Vancouver, Emmy Award winners
Exposure (toxicology)	Toxicology
Combatant	Military terminology
Stromule	Organelles, Plant physiology
Coffin ship	History of Ireland, History of Canada, 19th century in the United States, Ships
Marcos Milinkovic	1971 births, Living people, 1996 Summer Olympics, 2000 Summer Olympics, 2004 Summer Olympics, Olympians, Argentine volleyball players
Lauren Collins	1986 births, Living people, Actors from Ontario, Canadian child actors, Canadian movie actors, Canadian television actors
Roger Willemsen	1955 births, 2016 deaths, Cancer deaths in Germany, Deaths from pancreatic cancer, German television presenters, People from Bonn, Writers from North Rhine-Westphalia
Bill Birchfield	1935 births, 2016 deaths, Deaths from myocardial infarction, American lawyers, Politicians from Florida, US Democratic Party politicians
Nida Fazli	1938 births, 2014 deaths, Cardiovascular disease deaths in India, Deaths from myocardial infarction, Indian poets, Urdu poets
Sushil Koirala	1939 births, 2016 deaths, Deaths from pneumonia, People with cancer, Prime Ministers of Nepal, People from Biratnagar
Roy Rogers (basketball)	1973 births, African-American basketball players, Boston Celtics players, Denver Nuggets players, Living people, Sportspeople from Alabama, Toronto Raptors players, Vancouver Grizzlies players, American basketball players
Suba language	Niger-Congo languages, Languages of Africa
Robin Chandler Duke	1923 births, 2016 deaths, American activists, American diplomats, American journalists, American socialites, Disease-related deaths in South Carolina, Writers from Baltimore, Maryland
Problem solving	Problem solving
Internet safety	Internet, Safety
Onan	Old Testament people, Ancient Israeli people
Bad Aibling rail accident	2016 disasters, 2016 in Germany, Disasters in Germany, February 2016 events, History of Bavaria, Railway accidents in Europe
Bren light machine gun	Light machine guns
Big Kap	2016 deaths, 1970 births, American DJs, Musicians from New York
Black Mountain (Kentucky)	Mountains of the United States, Kentucky
Spring Awakening (festival)	Chicago, Illinois, Music festivals in the United States, Illinois, 2012 establishments in the United States, 2010s establishments in Illinois
John Holt (educator)	1923 births, 1985 deaths, American educators, People from New York City
Fahmy Foundation	International organizations, Human rights organizations, Imprisonment and detention, Canada
Sara al-Drees	Kuwaiti people, Teachers, Living people, 1987 births
William Katt	1951 births, Living people, Actors from Los Angeles, California, American movie actors, American television actors, American voice actors
The Greatest American Hero	American comedy-drama television series, 1981 television series debuts, English-language television programs
Planet Asia	Singers from California, American rap musicians from California, African American musicians, 1976 births, Living people, People from Fresno, California
List of massacres of Azerbaijanis	Anti-Azerbaijani sentiment, Discrimination, Massacres, History of Azerbaijan
Codex	Writing media, Book terminology
Chester-le-Street	Towns in County Durham
Cumberland Mountains	Mountain ranges of the United States, Appalachian Mountains
Cumberland Gap	Landforms of the United States, Mountain passes, Appalachian Mountains
Matricide	Murders
Vertical transmission	Infectious diseases
List of earthquakes in Azerbaijan	Science-related lists, Earthquakes, History of Azerbaijan
VX	Nerve agents
Central Zazaki	Zazaki, Iranian languages
Mawlid of the Nebi	Zazaki, 1890s books, 1899
Me and My Gang	2006 albums, Country albums
Yucatan, Missouri	Callaway County, Missouri, Unincorporated communities in Missouri
Portland, Missouri	Callaway County, Missouri, Unincorporated communities in Missouri
Toledo, Callaway County, Missouri	Unincorporated communities in Missouri, Callaway County, Missouri
Toledo, Ozark County, Missouri	Unincorporated communities in Missouri
Songül Öden	1979 births, Living people, Turkish movie actors, Turkish television actors, Zaza
Fulton, Missouri	Callaway County, Missouri, Cities in Missouri, County seats in Missouri, 1825 establishments in the United States, 1820s establishments in Missouri
Callaway County, Missouri	Callaway County, Missouri, 1820 establishments in Missouri Territory
Kansas City metropolitan area	Kansas City, Missouri, Metropolitan areas of the United States
Choking agent	Chemical warfare
Maxwell–Boltzmann distribution	Probability distributions
Jessye Norman	1945 births, 2019 deaths, Deaths from multiple organ failure, Deaths from sepsis, African-American singers, American opera singers, Grammy Award winners, People from Augusta, Georgia, Singers from Georgia (U.S. state)
The Perfumed Garden	Non-fiction books, Human sexuality
Hértevin language	Turkey, Semitic languages
Abdul Hamid II	Sultans of the Ottoman Empire, 1842 births, 1918 deaths, People from Istanbul
Brain death	Death, Diseases and disorders of the brain
Luis Guillermo Solís	1958 births, Living people, People from San José, Costa Rica, Presidents of Costa Rica
Interrogation	Legal terms, Imprisonment and detention, Intelligence agencies, Human communication
Vargas	States of Venezuela
Pat Fraley	1949 births, Living people, Actors from Seattle, Washington, American video game actors, American voice actors, Cornell University alumni
Church of God International (United States)	Christian denominations, Nontrinitarianism, International organizations, 1978 establishments in the United States
Cojedes	States of Venezuela
Johann Gottlieb Fichte	1762 births, 1814 deaths, 18th century philosophers, 19th century philosophers, Deaths from typhus, Disease-related deaths in Berlin, German philosophers, Infectious disease deaths in Germany, People from Saxony
Tom Ellis (actor)	1978 births, Living people, British movie actors, British television actors, English movie actors, English television actors, People from Cardiff, People from Sheffield, Welsh movie actors, Welsh television actors
Benchmark	Computing
Anti-Federalism	United States Bill of Rights, United States Constitution, 18th century in the United States
Lateral root	Plant anatomy
Kevin Randleman	1971 births, 2016 deaths, African-American wrestlers, American mixed martial artists, Cardiovascular disease deaths in California, Deaths from heart failure, Deaths from pneumonia, Disease-related deaths in San Diego County, Infectious disease deaths in California, Sportspeople from Columbus, Ohio
Mabel Matiz	Turkish singers, Living people, 1985 births
Chris Isaak	Singers from California, American pop musicians, 1956 births, Living people, People from Stockton, California
Nixa, Missouri	Cities in Missouri, Christian County, Missouri
Alpine chough	Passeri
Kentucky Camp, Arizona	Settlements in Arizona, Ghost towns in the United States
Rocky Road to Dublin	Folk music, 19th century songs, Irish culture
Undertale	Role-playing video games, 2015 video games, Indie video games
Manuel Vicente	Living people, African politicians, Angolan people, 1956 births
Rank correlation	Statistics
Physical disability	Disability
Tachometer	Measuring tools
Plain view doctrine	Legal terms, United States law
Phil Gartside	1952 births, 2016 deaths, Cancer deaths in England, English businesspeople
André van den Heuvel	1927 births, 2016 deaths, Deaths from stroke, Dutch movie actors, Dutch television actors, People from Venlo
New York metropolitan area	New York City, Metropolitan areas of the United States
Warrant (law)	Documents, Legal terms
Prince William County, Virginia	Virginia counties
2015 Washington, D.C., mass murder	2015 murders in the United States, 2010s in Washington, D.C., Arson, Mass murder in 2015, Mass murder in the United States, May 2015 events
Greater Mexico City	Mexico City, Metropolitan areas
Tizayuca	Municipalities of Mexico, Cities in Mexico, Hidalgo (state)
La Paz Municipality, Mexico	Municipalities of Mexico (state)
San Mateo Piñas	Municipalities of Oaxaca, Settlements in Oaxaca
San Mateo Río Hondo	Municipalities of Oaxaca, Settlements in Oaxaca
Charles C. Campbell	1948 births, 2016 deaths, Deaths from myocardial infarction, American military people, People from Shreveport, Louisiana
Violette Verdy	1933 births, 2016 deaths, Ballerinas, Choreographers, Deaths from heart failure, Disease-related deaths in Indiana, French ballet dancers, French educators, French writers, People from Brittany
Kingdom of Mysore	1399 establishments, 1950 disestablishments, Former monarchies of Asia, 14th century establishments in India, 1950s disestablishments in India
Brain injury	Disability, Diseases and disorders of the brain
H.264/MPEG-4 AVC	Standards, Television
Dominique D'Onofrio	1953 births, 2016 deaths, Deaths from myocardial infarction, Italian footballers, Belgian footballers, Coaches
August P. Mardesich	1920 births, 2016 deaths, Deaths from dementia, Politicians from California, Politicians from Washington, US Democratic Party politicians
Eliseo Prado	1929 births, 2016 deaths, Deaths from Alzheimer's disease, Argentine footballers, People from Buenos Aires
Honda (Colombia)	Cities in Colombia, 1539 establishments, 1530s establishments in the Spanish Empire
Rithvik Dhanjani	1988 births, Living people, Indian television actors
I Will Never Let You Down	2014 songs, Calvin Harris, Dance-pop songs, R&B songs, Rita Ora songs
Character encoding	Encodings
The Elements of Style	Non-fiction books, 1920s books, Reference works
Amniotic sac	Anatomy of the female reproductive system, Biological reproduction, Health
A record	Internet protocols
AAAA record	Internet protocols
Aizawl	Mizoram, Capital cities in India
Mapp v. Ohio	United States Supreme Court cases
O. N. V. Kurup	1931 births, 2016 deaths, Deaths from respiratory failure, Indian politicians, Indian poets, People from Kerala
Bořek Šípek	1949 births, 2016 deaths, Deaths from cancer, Czech people, Architects, People from Prague
Joachim Peiper	1915 births, 1976 deaths, Colonels, German murder victims, German prisoners, German war criminals, People from Berlin, SS officers, Unsolved murders, Waffen-SS people
MX record	Internet protocols
Anti-lock braking system	Automotive technologies
The Milli Gazette	English-language newspapers published in India
Associate Justice of the Supreme Court of the United States	United States Supreme Court justices
Johnny Lattner	1932 births, 2016 deaths, Deaths from lung cancer, Cancer deaths in Illinois, Pittsburgh Steelers players, Sportspeople from Chicago, Heisman Trophy winners
Judicial interpretation	Legal terms, United States Constitution
Incorporation of the Bill of Rights	United States Constitution
2015 Campeonato Brasileiro Série A - Results of first round	Campeonato Brasileiro Série A, 2015 in association football
Sri Srinivasan	1967 births, Living people, Naturalized citizens of the United States, Indian politicians, American judges, Politicians from Kansas, US Democratic Party politicians
John Danforth	1936 births, Living people, United States senators from Missouri, United States Ambassadors to the United Nations, Politicians from St. Louis, Missouri, US Republican Party politicians
Leo Ehlen	1953 births, 2016 deaths, Deaths from kidney disease, Dutch footballers, People from Sittard-Geleen, Sportspeople from Limburg (Netherlands)
Star City (comics)	Fictional locations, DC Comics
YouTube Premium	YouTube
United States presidential primary	United States presidential primary elections
Latrobe, Pennsylvania	Cities in Pennsylvania, 1854 establishments in the United States, 1850s establishments in Pennsylvania
Viggo Rivad	1922 births, 2016 deaths, Deaths from stroke, Danish people, Photographers
Trifon Ivanov	1965 births, 2016 deaths, Deaths from myocardial infarction, Bulgarian footballers
Competition (biology)	Biological competition, Evolutionary biology, Ecology
Ottoman Turkish language	Turkic languages, Ottoman Empire
2015 Campeonato Brasileiro Série A - Results of second round	Campeonato Brasileiro Série A, 2015 in association football
Muriel Casals i Couturier	1945 births, 2016 deaths, French economists, Spanish scientists, People from Barcelona
Eric Lubbock, 4th Baron Avebury	1928 births, 2016 deaths, Deaths from leukemia, Cancer deaths in London, Politicians from London
Liberal Party (UK)	Liberal Party (UK), Liberal parties, 1859 establishments in the United Kingdom, 1988 disestablishments in the United Kingdom
List of landmark court decisions in the United States	United States Supreme Court cases
Medea	People in Greek mythology
Cloak	Clothing
Equal Protection Clause	United States Constitution
State supreme court	United States law, Courts (law)
Investment bank	Banks
Wiesław Rudkowski	1946 births, 2016 deaths, 1968 Summer Olympics, Boxers, Medalists at the 1972 Summer Olympics, Olympic silver medalists, People from Łódź, Polish Olympic medalists
Giambattista Pittoni	1687 births, 1767 deaths, Italian painters, People from Venice
Tories	Former political parties in the United Kingdom, 17th century establishments in England, 19th century disestablishments in the United Kingdom, Conservative Party (UK)
James Broun-Ramsay, 1st Marquess of Dalhousie	1812 births, 1860 deaths, Scottish politicians, People of British India, Governors-general
Forced migration	Forced migration, Human rights abuses, Population
General Secretary of the Communist Party of China	General Secretaries of the Communist Party of China
President of China	Presidents of the People's Republic of China
Premier of the People's Republic of China	Politics of the People's Republic of China, Premiers of the People's Republic of China
Freedom Trail	Buildings and structures in Boston, Massachusetts, 20th century in Massachusetts, National Historic Landmarks of the United States
Pat Conroy	1945 births, 2016 deaths, Deaths from pancreatic cancer, American novelists, Writers from Atlanta, Georgia
