Judgment (law)	Law, Legal terms
West Berlin discotheque bombing	1986 in Europe, 1980s explosions, 1980s in Germany, 1980s murders in Europe, 20th century in Berlin, 20th century in Libya, April 1986 events, Attacks on buildings and structures in Germany, Attacks on buildings and structures in the 1980s, Attacks on nightclubs, Cold War, Explosions in Europe, Murder in Germany, Presidency of Ronald Reagan, Terrorist incidents in Europe in the 1980s, Terrorist incidents in Germany
Malta Summit	1989, George H. W. Bush, Mikhail Gorbachev, Cold War, Malta, 1989 in the United States, 1980s in the Soviet Union, December events
Germany national volleyball team	National volleyball teams, Sport in Germany
Italy national volleyball team	National volleyball teams, Sport in Italy
Brazil national volleyball team	National volleyball teams, Sport in Brazil
Professional Air Traffic Controllers Organization (1968)	Presidency of Ronald Reagan
Eugenia Charles	1919 births, 2005 deaths, Deaths from pulmonary embolism, Deaths from surgical complications, Prime Ministers of Dominica, Lawyers, Women lawyers, Women politicians, Caribbean people
Cranial nerve	Anatomy of the nervous system
Volleyball at the Summer Olympics	Volleyball, Summer Olympic Games
John Boyega	1992 births, Living people, Actors from London, BAFTA Award winning actors, Black British actors, English movie actors, English television actors
Daisy Ridley	1992 births, Living people, Actors from London, English movie actors, English television actors
Adriana Olguín	1911 births, 2015 deaths, Centenarians, Chilean politicians, Civil servants, Deaths from natural causes, Chilean lawyers, People from Valparaíso, Women lawyers
Daddy's Home (movie)	2015 movies, 2010s comedy movies, American comedy movies, Movies about dysfunctional families, Movies set in California
Dalton Trumbo	Academy Award winning writers, 1905 births, 1976 deaths, Deaths from myocardial infarction, American screenwriters, American communists, Writers from Colorado
Run-Around	1994 songs, Grammy Award winners
Trumbo (movie)	2015 drama movies, 2010s biographical movies, Movies directed by Jay Roach, American biographical movies, American drama movies, Movies set in the 1950s, Movies set in Los Angeles, California
Jim O'Toole	1937 births, 2015 deaths, American baseball players, Cancer deaths in Ohio, Chicago White Sox players, Cincinnati Reds players, Sportspeople from Chicago
Dichen Lachman	1982 births, Living people, Actors from Adelaide, Australian movie actors, Australian movie producers, Australian television actors, People from Kathmandu
Dami Im	1988 births, Living people, Australian Christians, Australian pop singers, Australian singer-songwriters, Eurovision Song Contest entrants, Musicians from Brisbane, R&B musicians, South Korean singers, The X Factor contestants, People from Incheon
Haskell Wexler	Academy Award winners, 1922 births, American cinematographers, Movie directors from Chicago, Movie producers from Chicago, Screenwriters from Chicago
Dave Henderson	1958 births, 2015 deaths, African-American baseball players, Boston Red Sox players, Cardiovascular disease deaths in Washington (state), Deaths from myocardial infarction, Deaths from surgical complications, Oakland Athletics players, Organ transplant recipients, San Francisco Giants players, Seattle Mariners players, Sportspeople from California
Jose Offerman	1968 births, National League All-Stars, American League All-Stars, Living people, Philadelphia Phillies players, Minnesota Twins players, Los Angeles Dodgers players, New York Mets players, Kansas City Royals players, Boston Red Sox players, Seattle Mariners players
Jim Klobuchar	1928 births, 2021 deaths, Deaths from Alzheimer's disease, American columnists, Writers from Minneapolis, Minnesota, Journalists from Minnesota
Mark Warner	1954 births, Living people, United States senators from Virginia, Governors of Virginia, Politicians from Indianapolis, Indiana, US Democratic Party politicians
Ellsworth Kelly	1923 births, 2015 deaths, American painters, Artists from New York, Deaths from respiratory failure, Disease-related deaths in New York, Gay men, LGBT artists, LGBT people from New York, People from Newburgh, New York
The Babadook	2014 drama movies, 2014 horror movies, 2010s monster movies, 2010s supernatural movies, Australian drama movies, Canadian drama movies, Canadian horror movies, English-language movies
Alfredo Pacheco	1982 births, 2015 deaths, Murders by firearm, Salvadoran footballers
Fetal alcohol syndrome	Syndromes, Alcohol drinking habits, Disorders, Health care
Stein Eriksen	1927 births, 2015 deaths, 1952 Winter Olympics, American skiers, Norwegian Olympians, Olympic gold medalists, Olympic silver medalists, Sportspeople from Oslo
Meridian arc	Geodesy
Philip of Hesse-Darmstadt	1671 births, 1736 deaths, German generals, Governors, Mantua, People from Darmstadt
Sean Hayes (actor)	1970 births, Living people, American movie actors, American television actors, American television producers, Emmy Award winning actors, Gay men, LGBT actors, LGBT people from Chicago, LGBT producers, Screen Actors Guild Award winners
Robert Spitzer (psychiatrist)	1932 births, 2015 deaths, American educators, Cardiovascular disease deaths in Washington (state), Cornell University alumni, American psychiatrists, Scientists from New York, Writers from New York
Mujaddid	Islam, Arabic words and phrases, Religious leaders
Eleanor Coen	1916 births, 2010 deaths, Deaths from heart failure, American painters, Artists from Illinois, People from Normal, Illinois
Martin Bell (director)	1943 births, Living people, American movie directors
Aaron T. Beck	1921 births, Living people, American centenarians, American psychiatrists, American educators, Scientists from Rhode Island, Scientists from Philadelphia, Pennsylvania, People from Providence, Rhode Island
Ralph Torres	1979 births, Living people, Governors of the Northern Mariana Islands, US Republican Party politicians, Lieutenant Governors of the Northern Mariana Islands
William Waad	1546 births, 1623 deaths, English politicians
Carlos Romero Barceló	1932 births, 2021 deaths, Deaths from sepsis, Deaths from urinary tract infection, United States senators, Governors of Puerto Rico, People from San Juan, Puerto Rico
Coronagraph	Astronomy, Tools
James Braid	1795 births, 1860 deaths, Disease-related deaths in England, Neurologists, Scottish scientists
Colin Dexter	1930 births, 2017 deaths, Alumni of the University of Cambridge, English novelists, Writers from Lincolnshire
Sheila Mercier	1919 births, 2019 deaths, Actors from Yorkshire, British military personnel of World War II, English television actors, People from Kingston upon Hull, English centenarians
Buick Rendezvous	2000s automobiles, Buick automobiles, Sport utility vehicles
Stuck in the Middle (TV series)	2010s American television series, American sitcoms, Disney Channel shows, Television series by Disney, English-language television programs, 2016 television series debuts, 2018 television series endings
Budō	Martial arts, Spirituality
Rearguard	Military terminology, Military tactics
The Song of Roland	Poems
Chumar	Territorial disputes of India, Jammu and Kashmir
Elżbieta Krzesińska	1934 births, 2015 deaths, 1952 Summer Olympics, Disease-related deaths in Poland, Medalists at the 1956 Summer Olympics, Medalists at the 1960 Summer Olympics, Olympic gold medalists, Olympic silver medalists, Polish Olympic medalists, Sportspeople from Warsaw
Pavel Srníček	1968 births, 2015 deaths, Czech footballers, Deaths from myocardial infarction, Disease-related deaths in the Czech Republic
Progeria	Genetic disorders, Syndromes
Antony Booth	1931 births, 2017 deaths, Deaths from Alzheimer's disease, Disease-related deaths in London, English television actors, English movie actors, English stage actors, Actors from Liverpool
Bob Cerv	1925 births, 2017 deaths, Deaths from stroke, New York Yankees players, Oakland Athletics players, Houston Astros players, Sportspeople from Nebraska
Robin Williams (canoeist)	British sportspeople, Living people, Year of birth missing (living people)
Florida A&M University	1887 establishments in Florida, Colleges and universities in Florida, National Register of Historic Places, Tallahassee, Florida
Frank Malzone	1930 births, 2015 deaths, Deaths from natural causes, Boston Red Sox players, California Angels players, Sportspeople from New York City
Over and Over Again (song)	2015 songs
Kim Yang-gon	1942 births, 2015 deaths, North Korean politicians, Road accident deaths
Rufous-tailed lark	Birds of India, Birds of Pakistan, Passeriformes
Terpenoid	Organic compounds, Lipids, Biochemistry
Bad Orb	Towns in Hesse, Spa towns in Germany
Astrocyte	Cells, Nervous system
Mangesh Padgaonkar	1929 births, 2015 deaths, Disease-related deaths in India, Indian writers, Maharashtra, Poets
Joe Houston	1926 births, 2015 deaths, Deaths from stroke, American saxophonists, American jazz musicians, American blues musicians, Musicians from Texas, Musicians from Los Angeles, California, Musicians from Kansas City, Missouri
Apgar score	Medicine, Babies
Neheb	Predynastic Pharaohs, Year of birth unknown, Year of death unknown
Doug Atkins	1930 births, 2015 deaths, American football defensive ends, Cleveland Browns players, Chicago Bears players, New Orleans Saints players, Sportspeople from Tennessee
Jerzmanice-Zdrój	Villages in Poland
Gino Marchetti	1926 births, 2019 deaths, Deaths from pneumonia, Disease-related deaths in Pennsylvania, American football defensive ends, American military personnel of World War II, Indianapolis Colts players, Sportspeople from West Virginia, Sportspeople from San Francisco, Sportspeople from Baltimore, Maryland, Sportspeople from Dallas, Texas, Businesspeople from San Francisco, Businesspeople from Texas
Mekh	Predynastic Pharaohs, Year of birth unknown, Year of death unknown
Reign	Royalty and nobility
Double Falcon	Predynastic Pharaohs, Year of birth unknown, Year of death unknown
Alcohol withdrawal	Alcohol drinking habits, Diseases, Addiction
Pilot Butte, Saskatchewan	Towns in Canada, Settlements in Saskatchewan, 1882 establishments, 1880s establishments in Canada
Basidium	Fungi
Comedic genre	Comedy, Genres
Cocaine withdrawal	Addiction
Naloxone	Drugs, Addiction
Pulmonary edema	Diseases, Pulmonology
Armand Hammer United World College of the American West	Schools in the United States, New Mexico, 1982 establishments in the United States
Serekh	Ancient Egypt
Dwight Gayle	1989 births, Living people, Sportspeople from London, English footballers, Arsenal F.C. players, Crystal Palace F.C. players, Premier League players
Tuskegee syphilis experiment	Public health, Research methods
2015–16 UEFA Champions League	UEFA Champions League seasons, 2015 in association football, 2016 in association football
Howard Davis, Jr.	1956 births, 2015 deaths, Deaths from lung cancer, American boxers, Sportspeople from New York City
